Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       2/2           __gnu_cxx::new_allocator<receiver>::deallocate(receiver*, unsigned long) [114]
-----------------------------------------------
                0.00    0.00       1/2           std::deque<receiver, std::allocator<receiver> >::pop_front() [161]
                0.00    0.00       1/2           std::deque<receiver, std::allocator<receiver> >::_M_pop_front_aux() [265]
[149]    0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<receiver> >::destroy<receiver>(std::allocator<receiver>&, receiver*) [149]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<receiver>::destroy<receiver>(receiver*) [115]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<receiver, std::allocator<receiver> >::_M_allocate_node() [136]
[150]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<receiver> >::allocate(std::allocator<receiver>&, unsigned long) [150]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<receiver>::allocate(unsigned long, void const*) [116]
-----------------------------------------------
                0.00    0.00       1/2           std::deque<receiver, std::allocator<receiver> >::push_back(receiver const&) [162]
                0.00    0.00       1/2           void std::deque<receiver, std::allocator<receiver> >::_M_push_back_aux<receiver const&>(receiver const&) [266]
[151]    0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<receiver> >::construct<receiver, receiver const&>(std::allocator<receiver>&, receiver*, receiver const&) [151]
                0.00    0.00       2/13          receiver const& std::forward<receiver const&>(std::remove_reference<receiver const&>::type&) [33]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<receiver>::construct<receiver, receiver const&>(receiver*, receiver const&) [117]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_put_node(std::_List_node<donor>*) [172]
[152]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::_List_node<donor> > >::deallocate(std::allocator<std::_List_node<donor> >&, std::_List_node<donor>*, unsigned long) [152]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_List_node<donor> >::deallocate(std::_List_node<donor>*, unsigned long) [120]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_clear() [173]
                0.00    0.00       1/2           std::__cxx11::list<donor, std::allocator<donor> >::_M_erase(std::_List_iterator<donor>) [292]
[153]    0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<std::_List_node<donor> > >::destroy<donor>(std::allocator<std::_List_node<donor> >&, donor*) [153]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<std::_List_node<donor> >::destroy<donor>(donor*) [121]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_get_node() [170]
[154]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::_List_node<donor> > >::allocate(std::allocator<std::_List_node<donor> >&, unsigned long) [154]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_List_node<donor> >::allocate(unsigned long, void const*) [122]
-----------------------------------------------
                0.00    0.00       2/2           std::_List_node<donor>* std::__cxx11::list<donor, std::allocator<donor> >::_M_create_node<donor const&>(donor const&) [178]
[155]    0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<std::_List_node<donor> > >::construct<donor, donor const&>(std::allocator<std::_List_node<donor> >&, donor*, donor const&) [155]
                0.00    0.00       2/8           donor const& std::forward<donor const&>(std::remove_reference<donor const&>::type&) [42]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<std::_List_node<donor> >::construct<donor, donor const&>(donor*, donor const&) [123]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_put_node(std::_List_node<receiver>*) [176]
[156]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::_List_node<receiver> > >::deallocate(std::allocator<std::_List_node<receiver> >&, std::_List_node<receiver>*, unsigned long) [156]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_List_node<receiver> >::deallocate(std::_List_node<receiver>*, unsigned long) [124]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_clear() [100]
[157]    0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<std::_List_node<receiver> > >::destroy<receiver>(std::allocator<std::_List_node<receiver> >&, receiver*) [157]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<std::_List_node<receiver> >::destroy<receiver>(receiver*) [125]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_get_node() [174]
[158]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::_List_node<receiver> > >::allocate(std::allocator<std::_List_node<receiver> >&, unsigned long) [158]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_List_node<receiver> >::allocate(unsigned long, void const*) [126]
-----------------------------------------------
                0.00    0.00       2/2           std::_List_node<receiver>* std::__cxx11::list<receiver, std::allocator<receiver> >::_M_create_node<receiver const&>(receiver const&) [181]
[159]    0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<std::_List_node<receiver> > >::construct<receiver, receiver const&>(std::allocator<std::_List_node<receiver> >&, receiver*, receiver const&) [159]
                0.00    0.00       2/13          receiver const& std::forward<receiver const&>(std::remove_reference<receiver const&>::type&) [33]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<std::_List_node<receiver> >::construct<receiver, receiver const&>(receiver*, receiver const&) [127]
-----------------------------------------------
                0.00    0.00       2/2           receiver::carry_out_donation() [212]
[160]    0.0    0.00    0.00       2         std::deque<receiver, std::allocator<receiver> >::front() [160]
                0.00    0.00       2/5           std::deque<receiver, std::allocator<receiver> >::begin() [67]
                0.00    0.00       2/5           std::_Deque_iterator<receiver, receiver&, receiver*>::operator*() const [64]
-----------------------------------------------
                0.00    0.00       2/2           receiver::carry_out_donation() [212]
[161]    0.0    0.00    0.00       2         std::deque<receiver, std::allocator<receiver> >::pop_front() [161]
                0.00    0.00       1/4           std::_Deque_base<receiver, std::allocator<receiver> >::_M_get_Tp_allocator() [73]
                0.00    0.00       1/2           void std::allocator_traits<std::allocator<receiver> >::destroy<receiver>(std::allocator<receiver>&, receiver*) [149]
                0.00    0.00       1/1           std::deque<receiver, std::allocator<receiver> >::_M_pop_front_aux() [265]
-----------------------------------------------
                0.00    0.00       2/2           receiver_registration() [104]
[162]    0.0    0.00    0.00       2         std::deque<receiver, std::allocator<receiver> >::push_back(receiver const&) [162]
                0.00    0.00       1/2           void std::allocator_traits<std::allocator<receiver> >::construct<receiver, receiver const&>(std::allocator<receiver>&, receiver*, receiver const&) [151]
                0.00    0.00       1/1           void std::deque<receiver, std::allocator<receiver> >::_M_push_back_aux<receiver const&>(receiver const&) [266]
-----------------------------------------------
                0.00    0.00       2/2           std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)()> > >::_State_impl<void (&)()>(void (&)()) [164]
[163]    0.0    0.00    0.00       2         std::tuple<void (*)()>::tuple<true, true>(void (* const&)()) [163]
                0.00    0.00       2/2           std::_Tuple_impl<0ul, void (*)()>::_Tuple_impl(void (* const&)()) [139]
-----------------------------------------------
                0.00    0.00       2/2           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<void (*)()> >, void (&)()>(void (&)()) [166]
[164]    0.0    0.00    0.00       2         std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)()> > >::_State_impl<void (&)()>(void (&)()) [164]
                0.00    0.00       2/3           std::thread::_State::_State() [98]
                0.00    0.00       2/6           void (&std::forward<void (&)()>(std::remove_reference<void (&)()>::type&))() [58]
                0.00    0.00       2/2           std::tuple<void (*)()>::tuple<true, true>(void (* const&)()) [163]
-----------------------------------------------
                0.00    0.00       2/2           std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)()> > >::~_State_impl() [332]
[165]    0.0    0.00    0.00       2         std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)()> > >::~_State_impl() [165]
-----------------------------------------------
                0.00    0.00       2/2           std::thread::thread<void (&)(), , void>(void (&)()) [169]
[166]    0.0    0.00    0.00       2         std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<void (*)()> >, void (&)()>(void (&)()) [166]
                0.00    0.00       2/6           void (&std::forward<void (&)()>(std::remove_reference<void (&)()>::type&))() [58]
                0.00    0.00       2/2           std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)()> > >::_State_impl<void (&)()>(void (&)()) [164]
                0.00    0.00       2/3           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*) [87]
-----------------------------------------------
                0.00    0.00       2/2           std::thread::_Invoker<std::tuple<void (*)()> >::operator()() [168]
[167]    0.0    0.00    0.00       2         void std::thread::_Invoker<std::tuple<void (*)()> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [167]
                0.00    0.00       2/2           std::remove_reference<std::tuple<void (*)()>&>::type&& std::move<std::tuple<void (*)()>&>(std::tuple<void (*)()>&) [194]
                0.00    0.00       2/2           std::__invoke_result<void (*)()>::type std::__invoke<void (*)()>(void (*&&)()) [196]
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<void (*)()> >::type&& std::get<0ul, void (*)()>(std::tuple<void (*)()>&&) [191]
-----------------------------------------------
                0.00    0.00       2/2           std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)()> > >::_M_run() [331]
[168]    0.0    0.00    0.00       2         std::thread::_Invoker<std::tuple<void (*)()> >::operator()() [168]
                0.00    0.00       2/2           void std::thread::_Invoker<std::tuple<void (*)()> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [167]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[169]    0.0    0.00    0.00       2         std::thread::thread<void (&)(), , void>(void (&)()) [169]
                0.00    0.00       2/6           std::thread::id::id() [55]
                0.00    0.00       2/6           void (&std::forward<void (&)()>(std::remove_reference<void (&)()>::type&))() [58]
                0.00    0.00       2/2           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<void (*)()> >, void (&)()>(void (&)()) [166]
                0.00    0.00       2/3           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [88]
-----------------------------------------------
                0.00    0.00       2/2           std::_List_node<donor>* std::__cxx11::list<donor, std::allocator<donor> >::_M_create_node<donor const&>(donor const&) [178]
[170]    0.0    0.00    0.00       2         std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_get_node() [170]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::_List_node<donor> > >::allocate(std::allocator<std::_List_node<donor> >&, unsigned long) [154]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::list<donor, std::allocator<donor> >::_M_insert<donor const&>(std::_List_iterator<donor>, donor const&) [179]
[171]    0.0    0.00    0.00       2         std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_inc_size(unsigned long) [171]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_clear() [173]
                0.00    0.00       1/2           std::__cxx11::list<donor, std::allocator<donor> >::_M_erase(std::_List_iterator<donor>) [292]
[172]    0.0    0.00    0.00       2         std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_put_node(std::_List_node<donor>*) [172]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::_List_node<donor> > >::deallocate(std::allocator<std::_List_node<donor> >&, std::_List_node<donor>*, unsigned long) [152]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::~_List_base() [284]
                0.00    0.00       1/2           std::__cxx11::list<donor, std::allocator<donor> >::clear() [290]
[173]    0.0    0.00    0.00       2         std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_clear() [173]
                0.00    0.00       1/40          std::_List_node<donor>::_M_valptr() [17]
                0.00    0.00       1/4           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_get_Node_allocator() [75]
                0.00    0.00       1/2           void std::allocator_traits<std::allocator<std::_List_node<donor> > >::destroy<donor>(std::allocator<std::_List_node<donor> >&, donor*) [153]
                0.00    0.00       1/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_put_node(std::_List_node<donor>*) [172]
-----------------------------------------------
                0.00    0.00       2/2           std::_List_node<receiver>* std::__cxx11::list<receiver, std::allocator<receiver> >::_M_create_node<receiver const&>(receiver const&) [181]
[174]    0.0    0.00    0.00       2         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_get_node() [174]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::_List_node<receiver> > >::allocate(std::allocator<std::_List_node<receiver> >&, unsigned long) [158]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::list<receiver, std::allocator<receiver> >::_M_insert<receiver const&>(std::_List_iterator<receiver>, receiver const&) [184]
[175]    0.0    0.00    0.00       2         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_inc_size(unsigned long) [175]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_clear() [100]
[176]    0.0    0.00    0.00       2         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_put_node(std::_List_node<receiver>*) [176]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::_List_node<receiver> > >::deallocate(std::allocator<std::_List_node<receiver> >&, std::_List_node<receiver>*, unsigned long) [156]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::list<receiver, std::allocator<receiver> >::clear() [183]
[177]    0.0    0.00    0.00       2         std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_init() [177]
                0.00    0.00       2/5           std::__detail::_List_node_header::_M_init() [68]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::list<donor, std::allocator<donor> >::_M_insert<donor const&>(std::_List_iterator<donor>, donor const&) [179]
[178]    0.0    0.00    0.00       2         std::_List_node<donor>* std::__cxx11::list<donor, std::allocator<donor> >::_M_create_node<donor const&>(donor const&) [178]
                0.00    0.00       2/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_get_node() [170]
                0.00    0.00       2/4           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_get_Node_allocator() [75]
                0.00    0.00       2/2           std::__allocated_ptr<std::allocator<std::_List_node<donor> > >::__allocated_ptr(std::allocator<std::_List_node<donor> >&, std::_List_node<donor>*) [142]
                0.00    0.00       2/40          std::_List_node<donor>::_M_valptr() [17]
                0.00    0.00       2/8           donor const& std::forward<donor const&>(std::remove_reference<donor const&>::type&) [42]
                0.00    0.00       2/2           void std::allocator_traits<std::allocator<std::_List_node<donor> > >::construct<donor, donor const&>(std::allocator<std::_List_node<donor> >&, donor*, donor const&) [155]
                0.00    0.00       2/2           std::__allocated_ptr<std::allocator<std::_List_node<donor> > >::operator=(decltype(nullptr)) [144]
                0.00    0.00       2/2           std::__allocated_ptr<std::allocator<std::_List_node<donor> > >::~__allocated_ptr() [143]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::list<donor, std::allocator<donor> >::push_back(donor const&) [180]
[179]    0.0    0.00    0.00       2         void std::__cxx11::list<donor, std::allocator<donor> >::_M_insert<donor const&>(std::_List_iterator<donor>, donor const&) [179]
                0.00    0.00       2/8           donor const& std::forward<donor const&>(std::remove_reference<donor const&>::type&) [42]
                0.00    0.00       2/2           std::_List_node<donor>* std::__cxx11::list<donor, std::allocator<donor> >::_M_create_node<donor const&>(donor const&) [178]
                0.00    0.00       2/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_M_inc_size(unsigned long) [171]
-----------------------------------------------
                0.00    0.00       2/2           donor_registration() [103]
[180]    0.0    0.00    0.00       2         std::__cxx11::list<donor, std::allocator<donor> >::push_back(donor const&) [180]
                0.00    0.00       2/20          std::__cxx11::list<donor, std::allocator<donor> >::end() [27]
                0.00    0.00       2/2           void std::__cxx11::list<donor, std::allocator<donor> >::_M_insert<donor const&>(std::_List_iterator<donor>, donor const&) [179]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::list<receiver, std::allocator<receiver> >::_M_insert<receiver const&>(std::_List_iterator<receiver>, receiver const&) [184]
[181]    0.0    0.00    0.00       2         std::_List_node<receiver>* std::__cxx11::list<receiver, std::allocator<receiver> >::_M_create_node<receiver const&>(receiver const&) [181]
                0.00    0.00       2/2           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_get_node() [174]
                0.00    0.00       2/4           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_get_Node_allocator() [76]
                0.00    0.00       2/2           std::__allocated_ptr<std::allocator<std::_List_node<receiver> > >::__allocated_ptr(std::allocator<std::_List_node<receiver> >&, std::_List_node<receiver>*) [145]
                0.00    0.00       2/13          receiver const& std::forward<receiver const&>(std::remove_reference<receiver const&>::type&) [33]
                0.00    0.00       2/6           std::_List_node<receiver>::_M_valptr() [50]
                0.00    0.00       2/2           void std::allocator_traits<std::allocator<std::_List_node<receiver> > >::construct<receiver, receiver const&>(std::allocator<std::_List_node<receiver> >&, receiver*, receiver const&) [159]
                0.00    0.00       2/2           std::__allocated_ptr<std::allocator<std::_List_node<receiver> > >::operator=(decltype(nullptr)) [147]
                0.00    0.00       2/2           std::__allocated_ptr<std::allocator<std::_List_node<receiver> > >::~__allocated_ptr() [146]
-----------------------------------------------
                0.00    0.00       1/2           list_to_transaction_file() [203]
                0.00    0.00       1/2           receiver::daily_donation_report() [214]
[182]    0.0    0.00    0.00       2         std::__cxx11::list<receiver, std::allocator<receiver> >::begin() [182]
                0.00    0.00       2/6           std::_List_iterator<receiver>::_List_iterator(std::__detail::_List_node_base*) [52]
-----------------------------------------------
                0.00    0.00       1/2           list_to_transaction_file() [203]
                0.00    0.00       1/2           receiver::remove_daily_transaction_file() [215]
[183]    0.0    0.00    0.00       2         std::__cxx11::list<receiver, std::allocator<receiver> >::clear() [183]
                0.00    0.00       2/3           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_clear() [100]
                0.00    0.00       2/2           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_init() [177]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::list<receiver, std::allocator<receiver> >::push_back(receiver const&) [185]
[184]    0.0    0.00    0.00       2         void std::__cxx11::list<receiver, std::allocator<receiver> >::_M_insert<receiver const&>(std::_List_iterator<receiver>, receiver const&) [184]
                0.00    0.00       2/13          receiver const& std::forward<receiver const&>(std::remove_reference<receiver const&>::type&) [33]
                0.00    0.00       2/2           std::_List_node<receiver>* std::__cxx11::list<receiver, std::allocator<receiver> >::_M_create_node<receiver const&>(receiver const&) [181]
                0.00    0.00       2/2           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_M_inc_size(unsigned long) [175]
-----------------------------------------------
                0.00    0.00       2/2           receiver::carry_out_donation() [212]
[185]    0.0    0.00    0.00       2         std::__cxx11::list<receiver, std::allocator<receiver> >::push_back(receiver const&) [185]
                0.00    0.00       2/4           std::__cxx11::list<receiver, std::allocator<receiver> >::end() [77]
                0.00    0.00       2/2           void std::__cxx11::list<receiver, std::allocator<receiver> >::_M_insert<receiver const&>(std::_List_iterator<receiver>, receiver const&) [184]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<donor, std::allocator<donor> >::_List_impl::_List_impl() [279]
                0.00    0.00       1/2           std::__cxx11::_List_base<receiver, std::allocator<receiver> >::_List_impl::_List_impl() [285]
[186]    0.0    0.00    0.00       2         std::__detail::_List_node_header::_List_node_header() [186]
                0.00    0.00       2/5           std::__detail::_List_node_header::_M_init() [68]
-----------------------------------------------
                0.00    0.00       2/2           std::__allocated_ptr<std::allocator<std::_List_node<donor> > >::__allocated_ptr(std::allocator<std::_List_node<donor> >&, std::_List_node<donor>*) [142]
[187]    0.0    0.00    0.00       2         std::allocator<std::_List_node<donor> >* std::__addressof<std::allocator<std::_List_node<donor> > >(std::allocator<std::_List_node<donor> >&) [187]
-----------------------------------------------
                0.00    0.00       2/2           std::__allocated_ptr<std::allocator<std::_List_node<receiver> > >::__allocated_ptr(std::allocator<std::_List_node<receiver> >&, std::_List_node<receiver>*) [145]
[188]    0.0    0.00    0.00       2         std::allocator<std::_List_node<receiver> >* std::__addressof<std::allocator<std::_List_node<receiver> > >(std::allocator<std::_List_node<receiver> >&) [188]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<void (*)()> >::type& std::get<0ul, void (*)()>(std::tuple<void (*)()>&) [192]
[189]    0.0    0.00    0.00       2         void (*&std::__get_helper<0ul, void (*)()>(std::_Tuple_impl<0ul, void (*)()>&))() [189]
                0.00    0.00       2/2           std::_Tuple_impl<0ul, void (*)()>::_M_head(std::_Tuple_impl<0ul, void (*)()>&) [138]
-----------------------------------------------
                0.00    0.00       2/2           std::__invoke_result<void (*)()>::type std::__invoke<void (*)()>(void (*&&)()) [196]
[190]    0.0    0.00    0.00       2         void std::__invoke_impl<void, void (*)()>(std::__invoke_other, void (*&&)()) [190]
                0.00    0.00       2/2           receiver_registration() [104]
                0.00    0.00       2/4           void (*&&std::forward<void (*)()>(std::remove_reference<void (*)()>::type&))() [78]
-----------------------------------------------
                0.00    0.00       2/2           void std::thread::_Invoker<std::tuple<void (*)()> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [167]
[191]    0.0    0.00    0.00       2         std::tuple_element<0ul, std::tuple<void (*)()> >::type&& std::get<0ul, void (*)()>(std::tuple<void (*)()>&&) [191]
                0.00    0.00       2/2           void (*&&std::forward<void (*&&)()>(std::remove_reference<void (*&&)()>::type&))() [195]
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<void (*)()> >::type& std::get<0ul, void (*)()>(std::tuple<void (*)()>&) [192]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<void (*)()> >::type&& std::get<0ul, void (*)()>(std::tuple<void (*)()>&&) [191]
[192]    0.0    0.00    0.00       2         std::tuple_element<0ul, std::tuple<void (*)()> >::type& std::get<0ul, void (*)()>(std::tuple<void (*)()>&) [192]
                0.00    0.00       2/2           void (*&std::__get_helper<0ul, void (*)()>(std::_Tuple_impl<0ul, void (*)()>&))() [189]
-----------------------------------------------
                0.00    0.00       2/2           int std::thread::_Invoker<std::tuple<int (receiver::*)(), receiver> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [275]
[193]    0.0    0.00    0.00       2         std::remove_reference<std::tuple<int (receiver::*)(), receiver>&>::type&& std::move<std::tuple<int (receiver::*)(), receiver>&>(std::tuple<int (receiver::*)(), receiver>&) [193]
-----------------------------------------------
                0.00    0.00       2/2           void std::thread::_Invoker<std::tuple<void (*)()> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [167]
[194]    0.0    0.00    0.00       2         std::remove_reference<std::tuple<void (*)()>&>::type&& std::move<std::tuple<void (*)()>&>(std::tuple<void (*)()>&) [194]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<void (*)()> >::type&& std::get<0ul, void (*)()>(std::tuple<void (*)()>&&) [191]
[195]    0.0    0.00    0.00       2         void (*&&std::forward<void (*&&)()>(std::remove_reference<void (*&&)()>::type&))() [195]
-----------------------------------------------
                0.00    0.00       2/2           void std::thread::_Invoker<std::tuple<void (*)()> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [167]
[196]    0.0    0.00    0.00       2         std::__invoke_result<void (*)()>::type std::__invoke<void (*)()>(void (*&&)()) [196]
                0.00    0.00       2/4           void (*&&std::forward<void (*)()>(std::remove_reference<void (*)()>::type&))() [78]
                0.00    0.00       2/2           void std::__invoke_impl<void, void (*)()>(std::__invoke_other, void (*&&)()) [190]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [370]
[197]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z1lB5cxx11 [197]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [204]
-----------------------------------------------
                0.00    0.00       1/1           submenu() [205]
[198]    0.0    0.00    0.00       1         manage_donor_menu() [198]
                0.00    0.00      32/83          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [10]
                0.00    0.00       7/26          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [21]
                0.00    0.00       2/59          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [14]
                0.00    0.00       1/1           donor::remove_donor_data() [209]
                0.00    0.00       1/1           donor::edit_donor_data() [207]
                0.00    0.00       1/1           donor::view_all_donor_data() [210]
                0.00    0.00       1/1           donor::view_donor_data() [208]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[199]    0.0    0.00    0.00       1         donor_file_to_list() [199]
                0.00    0.00       1/5           donor::donor() [63]
                0.00    0.00       1/5           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [70]
                0.00    0.00       1/20          donor::~donor() [26]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[200]    0.0    0.00    0.00       1         list_to_donor_file() [200]
                0.00    0.00       2/31          std::operator!=(std::_List_iterator<donor> const&, std::_List_iterator<donor> const&) [20]
                0.00    0.00       2/20          donor::~donor() [26]
                0.00    0.00       1/5           donor::donor() [63]
                0.00    0.00       1/5           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [70]
                0.00    0.00       1/14          std::__cxx11::list<donor, std::allocator<donor> >::begin() [31]
                0.00    0.00       1/20          std::__cxx11::list<donor, std::allocator<donor> >::end() [27]
                0.00    0.00       1/14          std::_List_iterator<donor>::operator*() const [30]
                0.00    0.00       1/16          donor::donor(donor const&) [28]
                0.00    0.00       1/13          std::_List_iterator<donor>::operator++() [32]
                0.00    0.00       1/1           std::__cxx11::list<donor, std::allocator<donor> >::clear() [290]
-----------------------------------------------
                0.00    0.00       1/1           submenu() [205]
[201]    0.0    0.00    0.00       1         report_corner_menu() [201]
                0.00    0.00       7/83          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [10]
                0.00    0.00       5/59          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [14]
                0.00    0.00       3/26          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [21]
                0.00    0.00       1/1           receiver::daily_donation_report() [214]
                0.00    0.00       1/1           donor::five_highest_donor_report() [211]
-----------------------------------------------
                0.00    0.00       1/1           submenu() [205]
[202]    0.0    0.00    0.00       1         employee_validation() [202]
                0.00    0.00       3/3           bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [102]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[203]    0.0    0.00    0.00       1         list_to_transaction_file() [203]
                0.00    0.00       1/6           receiver::receiver() [46]
                0.00    0.00       1/5           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [70]
                0.00    0.00       1/2           std::__cxx11::list<receiver, std::allocator<receiver> >::begin() [182]
                0.00    0.00       1/4           std::__cxx11::list<receiver, std::allocator<receiver> >::end() [77]
